age,amenitiesavailable,amenitiesnot,area,balconies,bathroom,bhk,floor,place,neworold,ownership,price,price_per_sq,status
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility",1900,2,3,3 BHK Apartment ,10,Koregaon Park,Resale,Freehold,22500000,11842,Unfurnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Jogging Track","Children's play area,Club House,Gymnasium,Sports Facility,Landscaped Gardens",1441,2,2,3 BHK Apartment ,3,Viman Nagar,Resale,Freehold,10000000,6939,Unfurnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Multipurpose Room","Sports Facility,Landscaped Gardens",1630,2,3,3 BHK Apartment ,5,Viman Nagar,Resale,Freehold,11500000,7055,Unfurnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Landscaped Gardens",Sports Facility,1500,2,2,2 BHK Apartment ,6,Viman Nagar,Resale,Freehold,9000000,6000,Unfurnished
3,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting","Children's play area,Sports Facility,Landscaped Gardens",2140,2,4,4 BHK Apartment ,5,Kharadi,Resale,Freehold,14000000,6542,Unfurnished
11,"Lift Available,Car Parking,24 X 7 Security,Vaastu Compliant,Gymnasium,Jogging Track","Power Backup,Children's play area,Club House,Swimming Pool,Sports Facility,Landscaped Gardens",1050,2,2,2 BHK Apartment ,5,Kharadi,Resale,Freehold,6200000,5905,Unfurnished
6,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,990,2,2,2 BHK Apartment ,4,Wagholi,Resale,Freehold,5000000,5050,Unfurnished
6,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,1250,2,2,2 BHK Apartment ,3,Wagholi,Resale,Freehold,6400000,5120,Unfurnished
3,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,1078,2,2,2 BHK Apartment ,0,Kharadi,Resale,Freehold,6500000,6029,Unfurnished
6,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",Sports Facility,1410,2,3,3 BHK Apartment ,1,Kharadi,Resale,Freehold,10500000,7446,Furnished
6,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Shopping Mall,School,Hospital,ATM","Sports Facility,Landscaped Gardens",1107,2,2,2 BHK Apartment ,4,Kharadi,Resale,Freehold,7000000,6323,Unfurnished
3,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility,Landscaped Gardens",1217,2,2,2 BHK Apartment ,4,Kalyani Nagar,New,Freehold,9000000,7395,Ready to move
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Gymnasium,Jogging Track,Rain Water Harvesting","Children's play area,Club House,Swimming Pool,Sports Facility,Landscaped Gardens",804,2,2,2 BHK Apartment ,3,Kharadi,New,Freehold,5000000,6218,Ready to move
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens","Children's play area,Sports Facility",1500,2,3,3 BHK Apartment ,3,Kharadi,Resale,Freehold,10000000,6666,Unfurnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting","Children's play area,Sports Facility,Landscaped Gardens",800,2,2,2 BHK Apartment ,3,Kharadi,Resale,Freehold,5000000,6250,Unfurnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,1150,2,2,2 BHK Apartment ,4,Wagholi,Resale,Freehold,5500000,4782,Unfurnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Jogging Track","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens",1069,2,2,2 BHK Apartment ,3,Kharadi,Resale,Freehold,5500000,5144,Unfurnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Multipurpose Room","Sports Facility,Landscaped Gardens",975,2,2,2 BHK Apartment ,1,Viman Nagar,Resale,Freehold,7400000,7590,Unfurnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting,Staff Quarter,Landscaped Gardens",Sports Facility,2050,2,3,3 BHK Apartment ,3,Wadgaon Sheri,Resale,Freehold,18000000,8780,Semi-Furnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility,Landscaped Gardens",1615,2,3,3 BHK Apartment ,6,Viman Nagar,Resale,Freehold,9700000,6006,Semi-Furnished
6,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Club House,Gymnasium,Swimming Pool,Jogging Track","Children's play area,Sports Facility,Landscaped Gardens",1280,2,2,2 BHK Apartment ,6,Wadgaon Sheri,Resale,Freehold,7500000,5859,Furnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility,Landscaped Gardens",1550,2,3,3 BHK Apartment ,6,Viman Nagar,Resale,Freehold,11500000,7419,Furnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens",Sports Facility,1410,2,2,2 BHK Apartment ,4,Kharadi,Resale,Freehold,6500000,4610,Unfurnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track","Children's play area,Sports Facility,Landscaped Gardens",900,2,2,2 BHK Apartment ,4,Kharadi,Resale,Freehold,5500000,6111,Furnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Children's play area,Sports Facility",1150,2,2,2 BHK Apartment ,6,Viman Nagar,Resale,Freehold,8000000,6957,Unfurnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,1540,2,3,3 BHK Apartment ,4,Viman Nagar,Resale,Freehold,12500000,8117,Furnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting,Staff Quarter,Landscaped Gardens",Sports Facility,1025,2,2,2 BHK Apartment ,7,Wadgaon Sheri,Resale,Freehold,6800000,6634,Unfurnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,1265,2,2,2 BHK Apartment ,4,Viman Nagar,Resale,Freehold,8800000,6957,Unfurnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,1000,2,2,2 BHK Apartment ,8,Kalyani Nagar,Resale,Freehold,8100000,8100,Unfurnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Club House,Gymnasium,Swimming Pool,Jogging Track","Children's play area,Sports Facility,Landscaped Gardens",1281,2,2,2 BHK Apartment ,7,Wadgaon Sheri,Resale,Freehold,8200000,6401,Furnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Club House,Swimming Pool,Jogging Track,Rain Water Harvesting","Children's play area,Gymnasium,Sports Facility,Landscaped Gardens",1085,2,2,2 BHK Apartment ,5,Mundhwa,Resale,Freehold,7000000,6452,Unfurnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Children's play area,Sports Facility",1050,2,2,2 BHK Apartment ,1,Viman Nagar,Resale,Freehold,6500000,6190,Unfurnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting","Children's play area,Sports Facility,Landscaped Gardens",1060,2,2,2 BHK Apartment ,2,Mundhwa,Resale,Freehold,7000000,6604,Unfurnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Children's play area,Sports Facility",1100,2,2,2 BHK Apartment ,3,Viman Nagar,Resale,Freehold,7700000,7000,Furnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting","Children's play area,Sports Facility,Landscaped Gardens",900,2,2,2 BHK Apartment ,2,Viman Nagar,Resale,Freehold,5600000,6222,Unfurnished
2,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,1870,2,2,2 BHK Apartment ,1,Wadgaon Sheri,Resale,Freehold,16400000,8770,Unfurnished
2,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,833,2,2,2 BHK Apartment ,8,Wagholi,Resale,Freehold,3800000,4561,Unfurnished
6,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Multipurpose Room","Sports Facility,Landscaped Gardens",970,2,2,2 BHK Apartment ,2,Viman Nagar,Resale,Freehold,6700000,6907,Unfurnished
3,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Multipurpose Room","Sports Facility,Landscaped Gardens",1575,2,3,3 BHK Apartment ,5,Viman Nagar,Resale,Freehold,9500000,6032,Unfurnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,2665,2,3,3 BHK Apartment ,7,Kalyani Nagar,Resale,Freehold,27000000,10131,Unfurnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting,Staff Quarter,Landscaped Gardens",Sports Facility,1800,2,3,3 BHK Apartment ,3,Wadgaon Sheri,Resale,Freehold,12500000,6944,Unfurnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,1230,2,2,2 BHK Apartment ,7,Viman Nagar,Resale,Freehold,8000000,6504,Unfurnished
2,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Multipurpose Room","Sports Facility,Landscaped Gardens",1450,2,3,3 BHK Apartment ,1,Viman Nagar,Resale,Freehold,7900000,5448,Unfurnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Rain Water Harvesting,Multipurpose Room","Sports Facility,Landscaped Gardens",1070,2,2,2 BHK Apartment ,5,Kharadi,Resale,Freehold,5500000,5140,Furnished
16,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track","Children's play area,Sports Facility,Landscaped Gardens",650,2,1,1 BHK Apartment ,3,Kalyani Nagar,Resale,Freehold,4800000,7385,Unfurnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track","Children's play area,Sports Facility,Landscaped Gardens",1100,2,2,2 BHK Apartment ,5,Kharadi,Resale,Freehold,6200000,5636,Semi-Furnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting,Staff Quarter,Landscaped Gardens",Sports Facility,2050,2,3,3 BHK Apartment ,3,Wadgaon Sheri,Resale,Freehold,18000000,8780,Semi-Furnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,1700,2,2,2 BHK Apartment ,2,Kalyani Nagar,Resale,Freehold,13600000,8000,Unfurnished
4,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track",1040,2,2,2 BHK Apartment ,10,Kalyani Nagar,Resale,Freehold,8200000,7884,Unfurnished
10,"Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens","Lift Available,Sports Facility",2359,2,3,3 BHK Apartment ,1,Viman Nagar,Resale,Co-Operative Society,16000000,6782,Unfurnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",2000,1,3,3 BHK Apartment ,3,Boat Club Road,Resale,Freehold,25000000,12500,Unfurnished
12,"Lift Available,Car Parking,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Jogging Track,Cafeteria,Landscaped Gardens,Wardrobe","Power Backup,Sports Facility,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",1028,1,2,2 BHK Apartment ,4,Kothrud,Resale,Co-Operative Society,9000000,8754,Semi-Furnished
7,24 X 7 Security,"Lift Available,Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",900,1,1,1 BHK Apartment ,2,Kondhwa,Resale,Freehold,2800000,3111,Unfurnished
6,"Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",2800,2,4,4 BHK Apartment ,4,Kalyani Nagar,Resale,Freehold,50000000,17857,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",2409,3,3,3 BHK Apartment ,10,Kalyani Nagar,Resale,Freehold,30000000,12453,Unfurnished
6,"Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",2300,1,3,3 BHK Apartment ,1,Koregaon Park,Resale,Freehold,21000000,9130,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",2600,3,5,4 BHK Apartment ,4,Koregaon Park,Resale,Freehold,35000000,13461,Unfurnished
2,"Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",2250,2,3,3 BHK Apartment ,2,Koregaon Park,Resale,Freehold,18000000,8000,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Children's play area,Sports Facility",1063,2,2,2 BHK Apartment ,5,Kharadi,Resale,Freehold,8000000,7525,Unfurnished
10,"Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",1070,1,2,2 BHK Apartment ,2,Viman Nagar,Resale,Freehold,8200000,7663,Unfurnished
6,"Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",690,1,1,1 BHK Apartment ,4,Viman Nagar,Resale,Freehold,6100000,8840,Unfurnished
6,"Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",1100,1,2,2 BHK Apartment ,5,Viman Nagar,Resale,Freehold,7200000,6545,Unfurnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",1300,1,2,2 BHK Apartment ,2,Viman Nagar,Resale,Freehold,8000000,6153,Unfurnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",1335,1,2,2 BHK Apartment ,3,Viman Nagar,Resale,Freehold,9000000,6741,Unfurnished
8,"Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",1624,2,3,3 BHK Apartment ,8,Viman Nagar,Resale,Freehold,16000000,9852,Unfurnished
6,"Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",938,1,2,2 BHK Apartment ,8,Viman Nagar,Resale,Freehold,7000000,7462,Unfurnished
1,"Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",2610,3,4,4 BHK Apartment ,10,Kharadi,Resale,Freehold,14200000,5440,Unfurnished
1,"Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",3010,2,4,3 BHK Apartment ,9,Kharadi,Resale,Freehold,22500000,7475,Unfurnished
7,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",Sports Facility,1100,2,2,2 BHK Apartment ,8,Kharadi,Resale,Freehold,6900000,6272,Unfurnished
9,"Lift Available,Car Parking,Power Backup,Club House,Gymnasium,Swimming Pool,Maintenance Staff,Intercom,Rain Water Harvesting,Landscaped Gardens,Wardrobe,Washing Machine,Dining Table,Gas connection,BED","24 X 7 Security,Children's play area,Sports Facility,Jogging Track,AC,TV,Refrigerator,Sofa,Wifi",1759,2,2,2 BHK Apartment ,0,Kharadi,Resale,Freehold,8800000,5002,Furnished
3,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Sports Facility,Landscaped Gardens",2800,2,3,3 BHK Apartment ,3,Kalyani Nagar,New,Freehold,30800000,11000,Ready to move
8,"Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",1140,1,2,2 BHK Apartment ,2,Viman Nagar,Resale,Freehold,6600000,5789,Unfurnished
3,"Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",5976,3,5,5 BHK Apartment ,6,Kharadi,Resale,Freehold,46400000,7764,Unfurnished
6,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter","Sports Facility,Landscaped Gardens",750,2,2,2 BHK Apartment ,3,Wagholi,Resale,Freehold,3500000,4666,Unfurnished
3,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter","Children's play area,Sports Facility,Landscaped Gardens",1690,2,3,3 BHK Apartment ,0,Viman Nagar,Resale,Freehold,19000000,11242,Furnished
2,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Multipurpose Room","Sports Facility,Landscaped Gardens",1300,2,3,3 BHK Apartment ,0,Viman Nagar,Resale,Freehold,10000000,7692,Unfurnished
6,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Children's play area,Sports Facility",1460,2,2,2 BHK Apartment ,7,Viman Nagar,Resale,Freehold,9000000,6164,Semi-Furnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting","Children's play area,Sports Facility,Landscaped Gardens",1000,2,2,2 BHK Apartment ,4,Sangamvadi,Resale,Freehold,7000000,7000,Unfurnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter","Children's play area,Sports Facility,Landscaped Gardens",2800,2,5,5 BHK Apartment ,3,Sangamvadi,Resale,Freehold,42500000,15178,Furnished
6,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting","Children's play area,Sports Facility,Landscaped Gardens",1500,2,3,3 BHK Apartment ,7,Tingre Nagar,Resale,Freehold,9000000,6000,Furnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens",Sports Facility,1112,2,2,2 BHK Apartment ,2,Kharadi,Resale,Freehold,5500000,4946,Unfurnished
11,"Lift Available,Power Backup,24 X 7 Security,Vaastu Compliant,Jogging Track,Rain Water Harvesting","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens",1335,2,2,2 BHK Apartment ,3,Viman Nagar,Resale,Freehold,7700000,5767,Unfurnished
6,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,4500,2,4,4 BHK Apartment ,10,Kalyani Nagar,Resale,Freehold,55000000,12222,Furnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility,Landscaped Gardens",1560,2,3,3 BHK Apartment ,3,Kalyani Nagar,Resale,Freehold,11000000,7051,Unfurnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,1050,2,2,2 BHK Apartment ,6,Kharadi,Resale,Freehold,6000000,5714,Unfurnished
11,"Lift Available,Car Parking,24 X 7 Security,Vaastu Compliant,Jogging Track","Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens",1600,2,4,4 BHK Apartment ,1,Viman Nagar,Resale,Freehold,16000000,10000,Semi-Furnished
11,"Lift Available,Car Parking,24 X 7 Security,Swimming Pool,Jogging Track","Power Backup,Children's play area,Club House,Gymnasium,Sports Facility,Landscaped Gardens",2356,2,3,3 BHK Apartment ,2,Kalyani Nagar,Resale,Freehold,22000000,9337,Unfurnished
